intake_id,item_name,status,profile,category,Category_Group,track,pathway,gpu_model,vram_gb,unified_memory_gb,screen_size_in,thermal_flag,price_aud,Over_Budget,Price_Unknown,condition,retailer,verification_status,au_stock,batch,source_file,exceptional_override,shortlist_reason,soft_penalty_notes,Machine,Type,Performance_Headroom,Price_Value,Future_Proof,Portability,Track2_Avoidance,MCDA_Total,current_best_price_aud,current_best_retailer,current_best_url,in_stock_now,student_discount_possible,cashback_possible,cashback_source,stackable_coupons_confirmed,price_match_possible,price_beat_possible,effective_best_price_aud,promo_notes,pricing_checked_at,Policy_Status,Policy_Blockers
intake-069,NVIDIA RTX 5000 Ada 32GB,ACTIVE,Component,component,Workstation_GPU,UNKNOWN,UNKNOWN,RTX 5000 Ada,32.0,UNKNOWN,UNKNOWN,UNKNOWN,6368.0,Yes,,New,UNKNOWN,Verified,Yes,2026-05-05_notebooklm_batch1_processed,NotebookLM_Workspaces/09_Individual_Components/intake-069_nvidia-rtx-5000-ada-32gb.md,,Passed gates,"Exceeds $5,000 AUD budget (price: $6,368.00)",intake-069,Candidate,9,1,9,1,9,5.800,,,,,,,,,,,,,,NEEDS_REVIEW,track/pathway unresolved
intake-038,Minisforum AI X1 Pro + DEG2 + RTX 5070 Ti,ACTIVE,Mini PC,mini pc,Complete_System,UNKNOWN,UNKNOWN,RTX 5070 Ti,16.0,UNKNOWN,UNKNOWN,UNKNOWN,3633.19,No,,New,UNKNOWN,Unverified,UNKNOWN,2026-05-05_notebooklm_batch1_processed,NotebookLM_Workspaces/06_Mini_PCs_and_eGPU/intake-038_minisforum-ai-x1-pro-deg2-rtx-5070-ti.md,,Passed gates,Unverified — confirm specs before scoring; AU stock: UNKNOWN,intake-038,Candidate,5,6,7,5,6,5.750,,,,,,,,,,,,,,NEEDS_REVIEW,AU stock not confirmed; track/pathway unresolved
intake-027,Gigabyte Radeon RX 9070 XT Gaming OC Ice 16G,ACTIVE,Component,component,Standalone_GPU,UNKNOWN,UNKNOWN,RX 9070 XT,16.0,UNKNOWN,UNKNOWN,UNKNOWN,1235.4,No,,New,UNKNOWN,Unverified,UNKNOWN,2026-05-05_notebooklm_batch1_processed,NotebookLM_Workspaces/09_Individual_Components/intake-027_gigabyte-radeon-rx-9070-xt-gaming-oc-ice-16g.md,,Passed gates,Unverified — confirm specs before scoring; AU stock: UNKNOWN,intake-027,Candidate,5,10,7,1,6,5.750,,,,,,,,,,,,,,NEEDS_REVIEW,AU stock not confirmed; track/pathway unresolved
intake-070,NVIDIA RTX 2000 Ada 16GB,ACTIVE,Component,component,Workstation_GPU,UNKNOWN,UNKNOWN,RTX 2000 Ada,16.0,UNKNOWN,UNKNOWN,UNKNOWN,1233.0,No,,New,UNKNOWN,Verified,Yes,2026-05-05_notebooklm_batch1_processed,NotebookLM_Workspaces/09_Individual_Components/intake-070_nvidia-rtx-2000-ada-16gb.md,,Passed gates,,intake-070,Candidate,5,10,7,1,6,5.750,,,,,,,,,,,,,,NEEDS_REVIEW,track/pathway unresolved
intake-032,TOPAZ SNOW PC,ACTIVE,Desktop,desktop,Complete_System,UNKNOWN,UNKNOWN,RTX 5070 Ti,16.0,UNKNOWN,UNKNOWN,UNKNOWN,2699.0,No,,New,UNKNOWN,Unverified,UNKNOWN,2026-05-05_notebooklm_batch1_processed,NotebookLM_Workspaces/03_New_Desktop_Systems/intake-032_topaz-snow-pc.md,,Passed gates,Unverified — confirm specs before scoring; AU stock: UNKNOWN,intake-032,Candidate,5,8,7,2,6,5.550,,,,,,,,,,,,,,NEEDS_REVIEW,AU stock not confirmed; track/pathway unresolved
intake-002,Supertech Computers RTX 4090 Gaming PC,ACTIVE,Desktop,desktop,Complete_System,UNKNOWN,UNKNOWN,RTX 4090,24.0,UNKNOWN,UNKNOWN,UNKNOWN,5799.0,Yes,,New,UNKNOWN,Unverified,UNKNOWN,2026-05-05_notebooklm_batch1_processed,NotebookLM_Workspaces/03_New_Desktop_Systems/intake-002_supertech-computers-rtx-4090-gaming-pc.md,≥ 24.0GB VRAM allows budget stretch to $6000.0,Passed via exceptional override,"Exceeds $5,000 AUD budget (price: $5,799.00) [ALLOWED: ≥ 24.0GB VRAM allows budget stretch to $6000.0]; Unverified — confirm specs before scoring; AU stock: UNKNOWN",intake-002,Candidate,7,1,9,2,9,5.500,,,,,,,,,,,,,,NEEDS_REVIEW,AU stock not confirmed; track/pathway unresolved
intake-022,Gaming PC Intel i9-12th Gen NVIDIA RTX 3090,ACTIVE,Desktop,desktop,Complete_System,UNKNOWN,UNKNOWN,RTX 3090,24.0,UNKNOWN,UNKNOWN,UNKNOWN,5271.98,Yes,,New,UNKNOWN,Unverified,UNKNOWN,2026-05-05_notebooklm_batch1_processed,NotebookLM_Workspaces/03_New_Desktop_Systems/intake-022_gaming-pc-intel-i9-12th-gen-nvidia-rtx-3090.md,≥ 24.0GB VRAM allows budget stretch to $6000.0,Passed via exceptional override,"Exceeds $5,000 AUD budget (price: $5,271.98) [ALLOWED: ≥ 24.0GB VRAM allows budget stretch to $6000.0]; Unverified — confirm specs before scoring; AU stock: UNKNOWN",intake-022,Candidate,7,1,9,2,9,5.500,,,,,,,,,,,,,,NEEDS_REVIEW,AU stock not confirmed; track/pathway unresolved
intake-046,Acer Predator Orion 7000 RTX 4080 refurbished,ACTIVE,Desktop,desktop,Complete_System,UNKNOWN,UNKNOWN,RTX 4080,16.0,UNKNOWN,UNKNOWN,UNKNOWN,3699.0,No,,Refurbished,UNKNOWN,Unverified,UNKNOWN,2026-05-05_notebooklm_batch1_processed,NotebookLM_Workspaces/02_Refurbished_Desktop_Towers/intake-046_acer-predator-orion-7000-rtx-4080-refurbished.md,,Passed gates,Unverified — confirm specs before scoring; AU stock: UNKNOWN,intake-046,Candidate,5,6,7,2,6,5.150,,,,,,,,,,,,,,NEEDS_REVIEW,AU stock not confirmed; track/pathway unresolved
intake-007,PLE AI Advanced RTX 5070 Ti Desktop,ACTIVE,Desktop,desktop,Complete_System,UNKNOWN,UNKNOWN,RTX 5070 Ti,16.0,UNKNOWN,UNKNOWN,UNKNOWN,3907.0,No,,New,UNKNOWN,Unverified,UNKNOWN,2026-05-05_notebooklm_batch1_processed,NotebookLM_Workspaces/03_New_Desktop_Systems/intake-007_ple-ai-advanced-rtx-5070-ti-desktop.md,,Passed gates,Unverified — confirm specs before scoring; AU stock: UNKNOWN,intake-007,Candidate,5,6,7,2,6,5.150,,,,,,,,,,,,,,NEEDS_REVIEW,AU stock not confirmed; track/pathway unresolved
intake-016,OKINOS Studio Pro - RTX 5070 Ti/3090,ACTIVE,Desktop,desktop,Complete_System,UNKNOWN,UNKNOWN,RTX 5070 Ti,16.0,UNKNOWN,UNKNOWN,UNKNOWN,3599.0,No,,New,UNKNOWN,Unverified,UNKNOWN,2026-05-05_notebooklm_batch1_processed,NotebookLM_Workspaces/03_New_Desktop_Systems/intake-016_okinos-studio-pro-rtx-5070-ti3090.md,,Passed gates,Unverified — confirm specs before scoring; AU stock: UNKNOWN,intake-016,Candidate,5,6,7,2,6,5.150,,,,,,,,,,,,,,NEEDS_REVIEW,AU stock not confirmed; track/pathway unresolved
intake-033,VISION ONYX PC,ACTIVE,Desktop,desktop,Complete_System,UNKNOWN,UNKNOWN,RTX 5080,16.0,UNKNOWN,UNKNOWN,UNKNOWN,3999.0,No,,New,UNKNOWN,Unverified,UNKNOWN,2026-05-05_notebooklm_batch1_processed,NotebookLM_Workspaces/03_New_Desktop_Systems/intake-033_vision-onyx-pc.md,,Passed gates,Unverified — confirm specs before scoring; AU stock: UNKNOWN,intake-033,Candidate,5,6,7,2,6,5.150,,,,,,,,,,,,,,NEEDS_REVIEW,AU stock not confirmed; track/pathway unresolved
intake-043,PLE Pixel 5070 Ti,ACTIVE,Desktop,desktop,Complete_System,UNKNOWN,UNKNOWN,RTX 5070 Ti,16.0,UNKNOWN,UNKNOWN,UNKNOWN,3799.0,No,,New,UNKNOWN,Unverified,UNKNOWN,2026-05-05_notebooklm_batch1_processed,NotebookLM_Workspaces/03_New_Desktop_Systems/intake-043_ple-pixel-5070-ti.md,,Passed gates,Unverified — confirm specs before scoring; AU stock: UNKNOWN,intake-043,Candidate,5,6,7,2,6,5.150,,,,,,,,,,,,,,NEEDS_REVIEW,AU stock not confirmed; track/pathway unresolved
intake-044,Scorptec Eclipse RTX 5070 Ti Gaming PC,ACTIVE,Desktop,desktop,Complete_System,UNKNOWN,UNKNOWN,RTX 5070 Ti,16.0,UNKNOWN,UNKNOWN,UNKNOWN,3399.0,No,,New,UNKNOWN,Verified,UNKNOWN,2026-05-05_notebooklm_batch1_processed,NotebookLM_Workspaces/03_New_Desktop_Systems/intake-044_scorptec-eclipse-rtx-5070-ti-gaming-pc.md,,Passed gates,AU stock: UNKNOWN,intake-044,Candidate,5,6,7,2,6,5.150,,,,,,,,,,,,,,NEEDS_REVIEW,AU stock not confirmed; track/pathway unresolved
intake-052,Acer Predator Helios Neo 16S AI RTX 5060,ACTIVE,Laptop,laptop,Complete_System,UNKNOWN,UNKNOWN,RTX 5060,8.0,UNKNOWN,UNKNOWN,UNKNOWN,2399.0,No,,Refurbished,UNKNOWN,Unverified,UNKNOWN,2026-05-05_notebooklm_batch1_processed,NotebookLM_Workspaces/04_Laptops_Mainline/intake-052_acer-predator-helios-neo-16s-ai-rtx-5060.md,,Passed gates,Unverified — confirm specs before scoring; AU stock: UNKNOWN,intake-052,Candidate,3,10,3,7,2,5.050,,,,,,,,,,,,,,NEEDS_REVIEW,AU stock not confirmed; track/pathway unresolved
intake-053,ERAZER Major X20 RTX 4070,ACTIVE,Laptop,laptop,Complete_System,UNKNOWN,UNKNOWN,RTX 4070,8.0,UNKNOWN,16.0,UNKNOWN,2999.0,No,,New,UNKNOWN,Unverified,UNKNOWN,2026-05-05_notebooklm_batch1_processed,NotebookLM_Workspaces/04_Laptops_Mainline/intake-053_erazer-major-x20-rtx-4070.md,,Passed gates,Unverified — confirm specs before scoring; AU stock: UNKNOWN,intake-053,Candidate,3,8,3,8,2,4.850,,,,,,,,,,,,,,NEEDS_REVIEW,AU stock not confirmed; track/pathway unresolved
intake-037,Thermaltake Horizon Xtreme tower + X1 Carbon,ACTIVE,Desktop,desktop,Complete_System,UNKNOWN,UNKNOWN,RTX 4080 Super,16.0,UNKNOWN,UNKNOWN,UNKNOWN,4543.0,No,,New,UNKNOWN,Unverified,UNKNOWN,2026-05-05_notebooklm_batch1_processed,NotebookLM_Workspaces/03_New_Desktop_Systems/intake-037_thermaltake-horizon-xtreme-tower-x1-carbon.md,,Passed gates,Unverified — confirm specs before scoring; AU stock: UNKNOWN,intake-037,Candidate,5,4,7,2,6,4.750,,,,,,,,,,,,,,NEEDS_REVIEW,AU stock not confirmed; track/pathway unresolved
intake-054,CONSTELLAR ONYX PC — RTX 4080 SUPER,ACTIVE,Desktop,desktop,Complete_System,UNKNOWN,UNKNOWN,RTX 4080 Super,16.0,UNKNOWN,UNKNOWN,UNKNOWN,4099.0,No,,UNKNOWN,UNKNOWN,Unverified,UNKNOWN,2026-05-05_notebooklm_batch1_processed,NotebookLM_Workspaces/03_New_Desktop_Systems/intake-054_constellar-onyx-pc-rtx-4080-super.md,,Passed gates,Unverified — confirm specs before scoring; AU stock: UNKNOWN,intake-054,Candidate,5,4,7,2,6,4.750,,,,,,,,,,,,,,NEEDS_REVIEW,AU stock not confirmed; track/pathway unresolved
intake-034,Lenovo ThinkStation P330 Tiny Desktop,ACTIVE,Desktop,desktop,Complete_System,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,469.0,No,,Refurbished,UNKNOWN,Unverified,UNKNOWN,2026-05-05_notebooklm_batch1_processed,NotebookLM_Workspaces/02_Refurbished_Desktop_Towers/intake-034_lenovo-thinkstation-p330-tiny-desktop.md,,Passed gates,Unverified — confirm specs before scoring; AU stock: UNKNOWN,intake-034,Candidate,,10,,2,,,,,,,,,,,,,,,,NEEDS_REVIEW,"missing MCDA: Performance_Headroom, Future_Proof, Track2_Avoidance; AU stock not confirmed; track/pathway unresolved; MCDA score incomplete"
intake-065,Dell OptiPlex 5060 SFF,ACTIVE,Desktop,desktop,Complete_System,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,238.99,No,,Refurbished,UNKNOWN,Unverified,UNKNOWN,2026-05-05_notebooklm_batch1_processed,NotebookLM_Workspaces/02_Refurbished_Desktop_Towers/intake-065_dell-optiplex-5060-sff.md,,Passed gates,Unverified — confirm specs before scoring; AU stock: UNKNOWN,intake-065,Candidate,,10,,2,,,,,,,,,,,,,,,,NEEDS_REVIEW,"missing MCDA: Performance_Headroom, Future_Proof, Track2_Avoidance; AU stock not confirmed; track/pathway unresolved; MCDA score incomplete"
intake-008,Evatech Y40K RTX 4080 Super Gaming PC,ACTIVE,Desktop,desktop,Complete_System,UNKNOWN,UNKNOWN,RTX 4080 Super,16.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,No,Yes,New,UNKNOWN,Unverified,UNKNOWN,2026-05-05_notebooklm_batch1_processed,NotebookLM_Workspaces/03_New_Desktop_Systems/intake-008_evatech-y40k-rtx-4080-super-gaming-pc.md,,Passed gates,Price UNKNOWN — research required; Unverified — confirm specs before scoring; AU stock: UNKNOWN,intake-008,Candidate,5,,7,2,6,,,,,,,,,,,,,,,NEEDS_REVIEW,missing MCDA: Price_Value; price UNKNOWN; AU stock not confirmed; track/pathway unresolved; MCDA score incomplete
intake-055,Scorptec 32-Core Compute Platform,ACTIVE,Desktop,desktop,Complete_System,UNKNOWN,UNKNOWN,RTX PRO 4000,16.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,No,Yes,New,UNKNOWN,Unverified,UNKNOWN,2026-05-05_notebooklm_batch1_processed,NotebookLM_Workspaces/03_New_Desktop_Systems/intake-055_scorptec-32-core-compute-platform.md,,Passed gates,Price UNKNOWN — research required; Unverified — confirm specs before scoring; AU stock: UNKNOWN,intake-055,Candidate,5,,7,2,6,,,,,,,,,,,,,,,NEEDS_REVIEW,missing MCDA: Price_Value; price UNKNOWN; AU stock not confirmed; track/pathway unresolved; MCDA score incomplete
intake-062,Allied M.O.A.B-A: RTX 5090 32GB Gaming PC,ACTIVE,Desktop,desktop,Complete_System,UNKNOWN,UNKNOWN,RTX 5090,32.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,No,Yes,New,UNKNOWN,Unverified,UNKNOWN,2026-05-05_notebooklm_batch1_processed,NotebookLM_Workspaces/03_New_Desktop_Systems/intake-062_allied-moab-a-rtx-5090-32gb-gaming-pc.md,,Passed gates,Price UNKNOWN — research required; Unverified — confirm specs before scoring; AU stock: UNKNOWN,intake-062,Candidate,9,,9,2,9,,,,,,,,,,,,,,,NEEDS_REVIEW,missing MCDA: Price_Value; price UNKNOWN; AU stock not confirmed; track/pathway unresolved; MCDA score incomplete
intake-063,Scorptec Vengeance RTX 5090 Gaming PC,ACTIVE,Desktop,desktop,Complete_System,UNKNOWN,UNKNOWN,RTX 5090,32.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,No,Yes,New,UNKNOWN,Unverified,UNKNOWN,2026-05-05_notebooklm_batch1_processed,NotebookLM_Workspaces/03_New_Desktop_Systems/intake-063_scorptec-vengeance-rtx-5090-gaming-pc.md,,Passed gates,Price UNKNOWN — research required; Unverified — confirm specs before scoring; AU stock: UNKNOWN,intake-063,Candidate,9,,9,2,9,,,,,,,,,,,,,,,NEEDS_REVIEW,missing MCDA: Price_Value; price UNKNOWN; AU stock not confirmed; track/pathway unresolved; MCDA score incomplete
intake-064,AETHER : LVL 10 ICE MAX RTX 5090 Desktop PC,ACTIVE,Desktop,desktop,Complete_System,UNKNOWN,UNKNOWN,RTX 5090,32.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,No,Yes,New,UNKNOWN,Unverified,UNKNOWN,2026-05-05_notebooklm_batch1_processed,NotebookLM_Workspaces/03_New_Desktop_Systems/intake-064_aether-lvl-10-ice-max-rtx-5090-desktop-pc.md,,Passed gates,Price UNKNOWN — research required; Unverified — confirm specs before scoring; AU stock: UNKNOWN,intake-064,Candidate,9,,9,2,9,,,,,,,,,,,,,,,NEEDS_REVIEW,missing MCDA: Price_Value; price UNKNOWN; AU stock not confirmed; track/pathway unresolved; MCDA score incomplete
intake-056,Scorptec Blackwell PRO Workstation,ACTIVE,Desktop,desktop,Complete_System,UNKNOWN,UNKNOWN,RTX PRO 5000 Blackwell,48.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,No,Yes,New,UNKNOWN,Unverified,UNKNOWN,2026-05-05_notebooklm_batch1_processed,NotebookLM_Workspaces/03_New_Desktop_Systems/intake-056_scorptec-blackwell-pro-workstation.md,,Passed gates,Price UNKNOWN — research required; Unverified — confirm specs before scoring; AU stock: UNKNOWN,intake-056,Candidate,9,,9,2,9,,,,,,,,,,,,,,,NEEDS_REVIEW,missing MCDA: Price_Value; price UNKNOWN; AU stock not confirmed; track/pathway unresolved; MCDA score incomplete
intake-014,Lenovo ThinkPad T14 / T14s (Refurbished),ACTIVE,Laptop,laptop,Complete_System,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,800.0,No,,Refurbished,UNKNOWN,Unverified,UNKNOWN,2026-05-05_notebooklm_batch1_processed,NotebookLM_Workspaces/04_Laptops_Mainline/intake-014_lenovo-thinkpad-t14-t14s-refurbished.md,,Passed gates,Unverified — confirm specs before scoring; AU stock: UNKNOWN,intake-014,Candidate,,10,,7,,,,,,,,,,,,,,,,NEEDS_REVIEW,"missing MCDA: Performance_Headroom, Future_Proof, Track2_Avoidance; AU stock not confirmed; track/pathway unresolved; MCDA score incomplete"
intake-015,Dell Latitude 7330 2-in-1 (Refurbished),ACTIVE,Laptop,laptop,Complete_System,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1254.0,No,,Refurbished,UNKNOWN,Unverified,UNKNOWN,2026-05-05_notebooklm_batch1_processed,NotebookLM_Workspaces/04_Laptops_Mainline/intake-015_dell-latitude-7330-2-in-1-refurbished.md,,Passed gates,Unverified — confirm specs before scoring; AU stock: UNKNOWN,intake-015,Candidate,,10,,7,,,,,,,,,,,,,,,,NEEDS_REVIEW,"missing MCDA: Performance_Headroom, Future_Proof, Track2_Avoidance; AU stock not confirmed; track/pathway unresolved; MCDA score incomplete"
intake-072,HP ZBook Ultra 14 G1a,ACTIVE,Laptop,laptop,Complete_System,UNKNOWN,UNKNOWN,Radeon 8060S,UNKNOWN,UNKNOWN,14.0,UNKNOWN,UNKNOWN,No,Yes,New,UNKNOWN,Needs Verification,UNKNOWN,2026-05-05_notebooklm_batch1_processed,NotebookLM_Workspaces/04_Laptops_Mainline/intake-072_hp-zbook-ultra-14-g1a.md,,Passed gates,Price UNKNOWN — research required; AU stock: UNKNOWN,intake-072,Candidate,,,,9,,,,,,,,,,,,,,,,NEEDS_REVIEW,"missing MCDA: Performance_Headroom, Price_Value, Future_Proof, Track2_Avoidance; price UNKNOWN; AU stock not confirmed; track/pathway unresolved; MCDA score incomplete"
intake-073,Alienware 18 Area-51 (RTX 5070 8GB),REJECTED_BELOW_FLOOR,Laptop,laptop,Complete_System,1,1A,NVIDIA GeForce RTX 5070 Laptop,UNKNOWN,UNKNOWN,18.0,UNKNOWN,3179.0,No,,Used (Replacement unit),UNKNOWN,Verified (User provided specs),Yes,manual_user_submission,NotebookLM_Workspaces/04_Laptops_Mainline/intake-073_ebay-shortlink-hxqmlu.md,,Passed gates,,intake-073,Candidate,,8,,6,,,,,,,,,,,,,,,,NEEDS_REVIEW,"missing MCDA: Performance_Headroom, Future_Proof, Track2_Avoidance; VRAM below Track 1A floor (8 GB); MCDA score incomplete"
intake-011,Dell Alienware m18 R2 / Area-51,Parked,Laptop,laptop,Complete_System,1,1A,RTX 5090 Mobile (Conflict),24.0,UNKNOWN,18.0,UNKNOWN,UNKNOWN,No,Yes,Refurbished,UNKNOWN,Unverified,UNKNOWN,2026-05-05_notebooklm_batch1_processed,NotebookLM_Workspaces/04_Laptops_Mainline/intake-011_dell-alienware-m18-r2-area-51.md,,Passed gates,Price UNKNOWN — research required; Unverified — confirm specs before scoring; AU stock: UNKNOWN,intake-011,Candidate,9,,9,6,9,,,,,,,,,,,,,,,NEEDS_REVIEW,missing MCDA: Price_Value; price UNKNOWN; AU stock not confirmed; MCDA score incomplete
intake-013,MSI Crosshair 18 HX AI,Rejected,Laptop,laptop,Complete_System,1,1A,RTX 5070 Mobile,8.0,UNKNOWN,18.0,UNKNOWN,UNKNOWN,No,Yes,New,UNKNOWN,Verified,Yes,2026-05-05_notebooklm_batch1_processed,NotebookLM_Workspaces/04_Laptops_Mainline/intake-013_msi-crosshair-18-hx-ai.md,,Passed gates,Price UNKNOWN — research required,intake-013,Candidate,3,,3,6,2,,,,,,,,,,,,,,,NEEDS_REVIEW,missing MCDA: Price_Value; price UNKNOWN; MCDA score incomplete
intake-071,GPD WIN 5,ACTIVE,Mini PC,mini pc,Complete_System,UNKNOWN,UNKNOWN,Radeon 8060S,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,No,Yes,New,UNKNOWN,Needs Verification,UNKNOWN,2026-05-05_notebooklm_batch1_processed,NotebookLM_Workspaces/06_Mini_PCs_and_eGPU/intake-071_gpd-win-5.md,,Passed gates,Price UNKNOWN — research required; AU stock: UNKNOWN,intake-071,Candidate,,,,5,,,,,,,,,,,,,,,,NEEDS_REVIEW,"missing MCDA: Performance_Headroom, Price_Value, Future_Proof, Track2_Avoidance; price UNKNOWN; AU stock not confirmed; track/pathway unresolved; MCDA score incomplete"
intake-061,AMD Radeon Pro W7900 48GB ECC GDDR6,ACTIVE,Component,component,Workstation_GPU,UNKNOWN,UNKNOWN,Radeon Pro W7900,48.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,No,Yes,New,UNKNOWN,Unverified,UNKNOWN,2026-05-05_notebooklm_batch1_processed,NotebookLM_Workspaces/09_Individual_Components/intake-061_amd-radeon-pro-w7900-48gb-ecc-gddr6.md,,Passed gates,Price UNKNOWN — research required; Unverified — confirm specs before scoring; AU stock: UNKNOWN,intake-061,Candidate,9,,9,1,9,,,,,,,,,,,,,,,NEEDS_REVIEW,missing MCDA: Price_Value; price UNKNOWN; AU stock not confirmed; track/pathway unresolved; MCDA score incomplete
