intake_id,item_name,status,profile,category,Category_Group,track,pathway,gpu_model,vram_gb,unified_memory_gb,screen_size_in,thermal_flag,price_aud,Over_Budget,Price_Unknown,condition,retailer,verification_status,au_stock,seller_class,source_platform,batch,source_file,exceptional_override,shortlist_reason,soft_penalty_notes,Machine,Type,Performance_Headroom,Price_Value,Future_Proof,Portability,Track2_Avoidance,MCDA_Total,Seller_Risk_Multiplier,Source_Platform_Penalty,Risk_Adjustment,Adjusted_MCDA_Total,Policy_Status,Policy_Blockers,seller_risk_score,current_best_price_aud,current_best_retailer,current_best_url,in_stock_now,student_discount_possible,cashback_possible,cashback_source,stackable_coupons_confirmed,price_match_possible,price_beat_possible,effective_best_price_aud,promo_notes,pricing_checked_at,warranty_months_confirmed,acl_covered
intake-004,HP Z4 G4 Workstation (Refurbished Base),ACTIVE,Desktop,desktop,Complete_System,2,B,RTX 3090,24.0,UNKNOWN,UNKNOWN,UNKNOWN,3500.0,No,,Refurbished,UNKNOWN,Unverified,Low,UNKNOWN,UNKNOWN,2026-05-05_notebooklm_batch1_processed,cards/intake-004_hp-z4-g4-workstation-refurbished-base.md,,Passed gates,Unverified — confirm specs before scoring,intake-004,Candidate,,,,,,,,,,,NEEDS_REVIEW,"missing MCDA: Performance_Headroom, Price_Value, Future_Proof, Portability, Track2_Avoidance; AU stock not confirmed; MCDA score incomplete",,,,,,,,,,,,,,,,
intake-005,Dell Precision T7910 (Refurbished Base),ACTIVE,Desktop,desktop,Complete_System,2,B,RTX 3090,24.0,UNKNOWN,UNKNOWN,UNKNOWN,1875.0,No,,Refurbished,UNKNOWN,Unverified,Yes,UNKNOWN,UNKNOWN,2026-05-05_notebooklm_batch1_processed,cards/intake-005_dell-precision-t7910-refurbished-base.md,,Passed gates,Unverified — confirm specs before scoring,intake-005,Candidate,,,,,,,,,,,NEEDS_REVIEW,"missing MCDA: Performance_Headroom, Price_Value, Future_Proof, Portability, Track2_Avoidance; MCDA score incomplete",,,,,,,,,,,,,,,,
intake-006,Alienware Aurora R12 (Refurbished),ACTIVE,Desktop,desktop,Complete_System,1.5,UNKNOWN,RTX 3090,24.0,UNKNOWN,UNKNOWN,UNKNOWN,3884.0,No,,Refurbished,UNKNOWN,Unverified,Yes,UNKNOWN,UNKNOWN,2026-05-05_notebooklm_batch1_processed,cards/intake-006_alienware-aurora-r12-refurbished.md,,Passed gates,Unverified — confirm specs before scoring,intake-006,Candidate,,,,,,,,,,,NEEDS_REVIEW,"missing MCDA: Performance_Headroom, Price_Value, Future_Proof, Portability, Track2_Avoidance; MCDA score incomplete",,,,,,,,,,,,,,,,
intake-019,Pro build,ACTIVE,Desktop,diy build,Complete_System,UNKNOWN,UNKNOWN,RTX 4090,24.0,UNKNOWN,UNKNOWN,UNKNOWN,2899.0,No,,New,UNKNOWN,Unverified,UNKNOWN,UNKNOWN,UNKNOWN,2026-05-05_notebooklm_batch1_processed,cards/intake-019_pro-build.md,,Passed gates,Unverified — confirm specs before scoring; AU stock: UNKNOWN,intake-019,Candidate,,,,,,,,,,,NEEDS_REVIEW,"missing MCDA: Performance_Headroom, Price_Value, Future_Proof, Portability, Track2_Avoidance; AU stock not confirmed; track/pathway unresolved; MCDA score incomplete",,,,,,,,,,,,,,,,
intake-022,Gaming PC Intel i9-12th Gen NVIDIA RTX 3090,ACTIVE,Desktop,desktop,Complete_System,UNKNOWN,UNKNOWN,RTX 3090,24.0,UNKNOWN,UNKNOWN,UNKNOWN,5271.98,Yes,,New,UNKNOWN,Unverified,UNKNOWN,UNKNOWN,UNKNOWN,2026-05-05_notebooklm_batch1_processed,cards/intake-022_gaming-pc-intel-i9-12th-gen-nvidia-rtx-3090.md,≥ 24.0GB VRAM allows budget stretch to $6000.0,Passed via exceptional override,"Exceeds $5,000 AUD budget (price: $5,271.98) [ALLOWED: ≥ 24.0GB VRAM allows budget stretch to $6000.0]; Unverified — confirm specs before scoring; AU stock: UNKNOWN",intake-022,Candidate,,,,,,,,,,,NEEDS_REVIEW,"missing MCDA: Performance_Headroom, Price_Value, Future_Proof, Portability, Track2_Avoidance; AU stock not confirmed; track/pathway unresolved; MCDA score incomplete",,,,,,,,,,,,,,,,
intake-023,Gaming PC Jonsbo MOD 5 ASRock x570 Aqua,ACTIVE,Desktop,desktop,Complete_System,UNKNOWN,UNKNOWN,RTX 3090,24.0,UNKNOWN,UNKNOWN,UNKNOWN,3898.3,No,,Refurbished,UNKNOWN,Unverified,UNKNOWN,UNKNOWN,UNKNOWN,2026-05-05_notebooklm_batch1_processed,cards/intake-023_gaming-pc-jonsbo-mod-5-asrock-x570-aqua.md,,Passed gates,Unverified — confirm specs before scoring; AU stock: UNKNOWN,intake-023,Candidate,,,,,,,,,,,NEEDS_REVIEW,"missing MCDA: Performance_Headroom, Price_Value, Future_Proof, Portability, Track2_Avoidance; AU stock not confirmed; track/pathway unresolved; MCDA score incomplete",,,,,,,,,,,,,,,,
intake-035,Specialized EVGA 3090 Custom Build,ACTIVE,Desktop,desktop,Complete_System,UNKNOWN,UNKNOWN,RTX 3090,24.0,UNKNOWN,UNKNOWN,UNKNOWN,2953.0,No,,Refurbished,UNKNOWN,Unverified,UNKNOWN,UNKNOWN,UNKNOWN,2026-05-05_notebooklm_batch1_processed,cards/intake-035_specialized-evga-3090-custom-build.md,,Passed gates,Unverified — confirm specs before scoring; AU stock: UNKNOWN,intake-035,Candidate,,,,,,,,,,,NEEDS_REVIEW,"missing MCDA: Performance_Headroom, Price_Value, Future_Proof, Portability, Track2_Avoidance; AU stock not confirmed; track/pathway unresolved; MCDA score incomplete",,,,,,,,,,,,,,,,
intake-040,Recompute Dell Precision 5820 Tower + ACT ThinkPad,ACTIVE,Desktop,desktop,Complete_System,2,B,RTX 3090,24.0,UNKNOWN,UNKNOWN,UNKNOWN,3558.0,No,,Refurbished,UNKNOWN,Verified,Yes,UNKNOWN,UNKNOWN,2026-05-05_notebooklm_batch1_processed,cards/intake-040_recompute-dell-precision-5820-tower-act-thinkpad.md,,Passed gates,,intake-040,Candidate,,,,,,,,,,,NEEDS_REVIEW,"missing MCDA: Performance_Headroom, Price_Value, Future_Proof, Portability, Track2_Avoidance; MCDA score incomplete",,,,,,,,,,,,,,,,
intake-042,HP Z4 G4 + used 3090,ACTIVE,Desktop,desktop,Complete_System,2,B,RTX 3090,24.0,UNKNOWN,UNKNOWN,UNKNOWN,2800.0,No,,Refurbished,UNKNOWN,Unverified,Mixed,UNKNOWN,UNKNOWN,2026-05-05_notebooklm_batch1_processed,cards/intake-042_hp-z4-g4-used-3090.md,,Passed gates,Unverified — confirm specs before scoring,intake-042,Candidate,,,,,,,,,,,NEEDS_REVIEW,"missing MCDA: Performance_Headroom, Price_Value, Future_Proof, Portability, Track2_Avoidance; AU stock not confirmed; MCDA score incomplete",,,,,,,,,,,,,,,,
intake-047,Alienware Aurora R12 RTX 3090 refurbished,ACTIVE,Desktop,desktop,Complete_System,UNKNOWN,UNKNOWN,RTX 3090,24.0,UNKNOWN,UNKNOWN,UNKNOWN,3884.0,No,,Refurbished,UNKNOWN,Unverified,UNKNOWN,UNKNOWN,UNKNOWN,2026-05-05_notebooklm_batch1_processed,cards/intake-047_alienware-aurora-r12-rtx-3090-refurbished.md,,Passed gates,Unverified — confirm specs before scoring; AU stock: UNKNOWN,intake-047,Candidate,,,,,,,,,,,NEEDS_REVIEW,"missing MCDA: Performance_Headroom, Price_Value, Future_Proof, Portability, Track2_Avoidance; AU stock not confirmed; track/pathway unresolved; MCDA score incomplete",,,,,,,,,,,,,,,,
intake-066,Dell Precision 5820 Tower Workstation (32GB RAM),ACTIVE,Desktop,desktop,Complete_System,2,B,RTX 3090,24.0,UNKNOWN,UNKNOWN,UNKNOWN,2399.0,No,,Refurbished,UNKNOWN,Verified,Yes,UNKNOWN,UNKNOWN,2026-05-05_notebooklm_batch1_processed,cards/intake-066_dell-precision-5820-tower-workstation-32gb-ram.md,,Passed gates,,intake-066,Candidate,,,,,,,,,,,NEEDS_REVIEW,"missing MCDA: Performance_Headroom, Price_Value, Future_Proof, Portability, Track2_Avoidance; MCDA score incomplete",,,,,,,,,,,,,,,,
intake-024,Skytech Prism 4 Gaming PC,ACTIVE,Desktop,desktop,Complete_System,UNKNOWN,UNKNOWN,RTX 5090,32.0,UNKNOWN,UNKNOWN,UNKNOWN,6599.98,Yes,,New,UNKNOWN,Unverified,UNKNOWN,UNKNOWN,UNKNOWN,2026-05-05_notebooklm_batch1_processed,cards/intake-024_skytech-prism-4-gaming-pc.md,,Passed gates,"Exceeds $5,000 AUD budget (price: $6,599.98); Unverified — confirm specs before scoring; AU stock: UNKNOWN",intake-024,Candidate,,,,,,,,,,,NEEDS_REVIEW,"missing MCDA: Performance_Headroom, Price_Value, Future_Proof, Portability, Track2_Avoidance; AU stock not confirmed; track/pathway unresolved; MCDA score incomplete",,,,,,,,,,,,,,,,
intake-025,HP OMEN 45L GT22-3090 Gaming PC,ACTIVE,Desktop,desktop,Complete_System,UNKNOWN,UNKNOWN,RTX 5090,32.0,UNKNOWN,UNKNOWN,UNKNOWN,7499.98,Yes,,New,UNKNOWN,Unverified,UNKNOWN,UNKNOWN,UNKNOWN,2026-05-05_notebooklm_batch1_processed,cards/intake-025_hp-omen-45l-gt22-3090-gaming-pc.md,,Passed gates,"Exceeds $5,000 AUD budget (price: $7,499.98); Unverified — confirm specs before scoring; AU stock: UNKNOWN",intake-025,Candidate,,,,,,,,,,,NEEDS_REVIEW,"missing MCDA: Performance_Headroom, Price_Value, Future_Proof, Portability, Track2_Avoidance; AU stock not confirmed; track/pathway unresolved; MCDA score incomplete",,,,,,,,,,,,,,,,
intake-026,CLX Horus Gaming Desktop,ACTIVE,Desktop,desktop,Complete_System,UNKNOWN,UNKNOWN,RTX 5090,32.0,UNKNOWN,UNKNOWN,UNKNOWN,9899.98,Yes,,New,UNKNOWN,Unverified,UNKNOWN,UNKNOWN,UNKNOWN,2026-05-05_notebooklm_batch1_processed,cards/intake-026_clx-horus-gaming-desktop.md,,Passed gates,"Exceeds $5,000 AUD budget (price: $9,899.98); Unverified — confirm specs before scoring; AU stock: UNKNOWN",intake-026,Candidate,,,,,,,,,,,NEEDS_REVIEW,"missing MCDA: Performance_Headroom, Price_Value, Future_Proof, Portability, Track2_Avoidance; AU stock not confirmed; track/pathway unresolved; MCDA score incomplete",,,,,,,,,,,,,,,,
intake-062,Allied M.O.A.B-A: RTX 5090 32GB Gaming PC,ACTIVE,Desktop,desktop,Complete_System,UNKNOWN,UNKNOWN,RTX 5090,32.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,No,Yes,New,UNKNOWN,Unverified,UNKNOWN,UNKNOWN,UNKNOWN,2026-05-05_notebooklm_batch1_processed,cards/intake-062_allied-moab-a-rtx-5090-32gb-gaming-pc.md,,Passed gates,Price UNKNOWN — research required; Unverified — confirm specs before scoring; AU stock: UNKNOWN,intake-062,Candidate,,,,,,,,,,,NEEDS_REVIEW,"missing MCDA: Performance_Headroom, Price_Value, Future_Proof, Portability, Track2_Avoidance; price UNKNOWN; AU stock not confirmed; track/pathway unresolved; MCDA score incomplete",,,,,,,,,,,,,,,,
intake-063,Scorptec Vengeance RTX 5090 Gaming PC,ACTIVE,Desktop,desktop,Complete_System,UNKNOWN,UNKNOWN,RTX 5090,32.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,No,Yes,New,UNKNOWN,Unverified,UNKNOWN,UNKNOWN,UNKNOWN,2026-05-05_notebooklm_batch1_processed,cards/intake-063_scorptec-vengeance-rtx-5090-gaming-pc.md,,Passed gates,Price UNKNOWN — research required; Unverified — confirm specs before scoring; AU stock: UNKNOWN,intake-063,Candidate,,,,,,,,,,,NEEDS_REVIEW,"missing MCDA: Performance_Headroom, Price_Value, Future_Proof, Portability, Track2_Avoidance; price UNKNOWN; AU stock not confirmed; track/pathway unresolved; MCDA score incomplete",,,,,,,,,,,,,,,,
intake-064,AETHER : LVL 10 ICE MAX RTX 5090 Desktop PC,ACTIVE,Desktop,desktop,Complete_System,UNKNOWN,UNKNOWN,RTX 5090,32.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,No,Yes,New,UNKNOWN,Unverified,UNKNOWN,UNKNOWN,UNKNOWN,2026-05-05_notebooklm_batch1_processed,cards/intake-064_aether-lvl-10-ice-max-rtx-5090-desktop-pc.md,,Passed gates,Price UNKNOWN — research required; Unverified — confirm specs before scoring; AU stock: UNKNOWN,intake-064,Candidate,,,,,,,,,,,NEEDS_REVIEW,"missing MCDA: Performance_Headroom, Price_Value, Future_Proof, Portability, Track2_Avoidance; price UNKNOWN; AU stock not confirmed; track/pathway unresolved; MCDA score incomplete",,,,,,,,,,,,,,,,
intake-001,Dual RTX 3090 24GB GPU Pro Workstation (Pure 501 Black),ACTIVE,Desktop,desktop,Complete_System,UNKNOWN,UNKNOWN,RTX 3090,48.0,UNKNOWN,UNKNOWN,UNKNOWN,5998.5,Yes,,New,UNKNOWN,Unverified,UNKNOWN,UNKNOWN,UNKNOWN,2026-05-05_notebooklm_batch1_processed,cards/intake-001_dual-rtx-3090-24gb-gpu-pro-workstation-pure-501-black.md,≥ 24.0GB VRAM allows budget stretch to $6000.0,Passed via exceptional override,"Exceeds $5,000 AUD budget (price: $5,998.50) [ALLOWED: ≥ 24.0GB VRAM allows budget stretch to $6000.0]; Unverified — confirm specs before scoring; AU stock: UNKNOWN",intake-001,Candidate,,,,,,,,,,,NEEDS_REVIEW,"missing MCDA: Performance_Headroom, Price_Value, Future_Proof, Portability, Track2_Avoidance; AU stock not confirmed; track/pathway unresolved; MCDA score incomplete",,,,,,,,,,,,,,,,
intake-028,Dual RTX 4090 24GB GPU Pro Workstation,ACTIVE,Desktop,desktop,Complete_System,UNKNOWN,UNKNOWN,RTX 4090,48.0,UNKNOWN,UNKNOWN,UNKNOWN,11998.5,Yes,,New,UNKNOWN,Unverified,UNKNOWN,UNKNOWN,UNKNOWN,2026-05-05_notebooklm_batch1_processed,cards/intake-028_dual-rtx-4090-24gb-gpu-pro-workstation.md,,Passed gates,"Exceeds $5,000 AUD budget (price: $11,998.50); Unverified — confirm specs before scoring; AU stock: UNKNOWN",intake-028,Candidate,,,,,,,,,,,NEEDS_REVIEW,"missing MCDA: Performance_Headroom, Price_Value, Future_Proof, Portability, Track2_Avoidance; AU stock not confirmed; track/pathway unresolved; MCDA score incomplete",,,,,,,,,,,,,,,,
intake-056,Scorptec Blackwell PRO Workstation,ACTIVE,Desktop,desktop,Complete_System,UNKNOWN,UNKNOWN,RTX PRO 5000 Blackwell,48.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,No,Yes,New,UNKNOWN,Unverified,UNKNOWN,UNKNOWN,UNKNOWN,2026-05-05_notebooklm_batch1_processed,cards/intake-056_scorptec-blackwell-pro-workstation.md,,Passed gates,Price UNKNOWN — research required; Unverified — confirm specs before scoring; AU stock: UNKNOWN,intake-056,Candidate,,,,,,,,,,,NEEDS_REVIEW,"missing MCDA: Performance_Headroom, Price_Value, Future_Proof, Portability, Track2_Avoidance; price UNKNOWN; AU stock not confirmed; track/pathway unresolved; MCDA score incomplete",,,,,,,,,,,,,,,,
intake-029,Dual RTX 5090 32GB GPU Pro Workstation,ACTIVE,Desktop,desktop,Complete_System,UNKNOWN,UNKNOWN,RTX 5090,64.0,UNKNOWN,UNKNOWN,UNKNOWN,14998.5,Yes,,New,UNKNOWN,Unverified,UNKNOWN,UNKNOWN,UNKNOWN,2026-05-05_notebooklm_batch1_processed,cards/intake-029_dual-rtx-5090-32gb-gpu-pro-workstation.md,,Passed gates,"Exceeds $5,000 AUD budget (price: $14,998.50); Unverified — confirm specs before scoring; AU stock: UNKNOWN",intake-029,Candidate,,,,,,,,,,,NEEDS_REVIEW,"missing MCDA: Performance_Headroom, Price_Value, Future_Proof, Portability, Track2_Avoidance; AU stock not confirmed; track/pathway unresolved; MCDA score incomplete",,,,,,,,,,,,,,,,
40_minisforum-ai-x1-pro-strix-halo,"Minisforum AI X1 Pro — AMD Ryzen AI Max+ (Strix Halo, up to 128 GB)",ACTIVE,Desktop,mini-pc,Complete_System,UNKNOWN,Track2-C,AMD Radeon integrated Strix Halo GPU (unified memory),6496128.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,No,Yes,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,cards/40_minisforum-ai-x1-pro-strix-halo.md,,Passed gates,Price UNKNOWN — research required; Unverified — confirm specs before scoring; AU stock: UNKNOWN,40_minisforum-ai-x1-pro-strix-halo,Candidate,,,,,,,,,,,NEEDS_REVIEW,"missing MCDA: Performance_Headroom, Price_Value, Future_Proof, Portability, Track2_Avoidance; price UNKNOWN; AU stock not confirmed; track/pathway unresolved; MCDA score incomplete",,,,,,,,,,,,,,,,
056_alienware-area-51-18-rtx-5070-ti-ebay-mkt-015,Dell Laptop Alienware 18 Area-51 18in Ultra 9 275HX 2TB RTX 5070 Ti,Watchlist,Laptop,laptop,Complete_System,1,1A,RTX 5070 Ti Laptop,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,No,Yes,Brand new,UNKNOWN,Needs Verification,No,UNKNOWN,UNKNOWN,UNKNOWN,cards/056_alienware-area-51-18-rtx-5070-ti-ebay-mkt-015.md,,Passed gates,Price UNKNOWN — research required; AU stock: No,056_alienware-area-51-18-rtx-5070-ti-ebay-mkt-015,Candidate,,,,,,,,,,,NEEDS_REVIEW,"missing MCDA: Performance_Headroom, Price_Value, Future_Proof, Portability, Track2_Avoidance; price UNKNOWN; AU stock not confirmed; VRAM UNKNOWN; screen size UNKNOWN; MCDA score incomplete",,,,,,,,,,,,,,,,
057_alienware-area-51-18-rtx-5070-ti-ebay-mkt-016,Alienware 18 Area-51 18in QHD+ Ultra 9 32GB 2TB RTX 5070 Ti,Watchlist,Laptop,laptop,Complete_System,1,1A,RTX 5070 Ti Laptop,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2981.0,No,,Brand new,UNKNOWN,Needs Verification,No,UNKNOWN,UNKNOWN,UNKNOWN,cards/057_alienware-area-51-18-rtx-5070-ti-ebay-mkt-016.md,,Passed gates,AU stock: No,057_alienware-area-51-18-rtx-5070-ti-ebay-mkt-016,Candidate,,,,,,,,,,,NEEDS_REVIEW,"missing MCDA: Performance_Headroom, Price_Value, Future_Proof, Portability, Track2_Avoidance; AU stock not confirmed; VRAM UNKNOWN; screen size UNKNOWN; MCDA score incomplete",,,,,,,,,,,,,,,,
37_lenovo-legion-9i-gen10-direct,,BUY_CANDIDATE,Laptop,laptop,Complete_System,1,1A,NVIDIA RTX 5080 (16 GB) or RTX 5090 (24 GB) Laptop GPU,UNKNOWN,UNKNOWN,18.0,UNKNOWN,6279.0,Yes,,New,Lenovo AU Direct (EDU/Pro + Cashback),User Verified (effective price),Yes,UNKNOWN,UNKNOWN,manual_user_submission,cards/37_lenovo-legion-9i-gen10-direct.md,,Passed gates,"Exceeds $5,000 AUD budget (price: $6,279.00)",37_lenovo-legion-9i-gen10-direct,Candidate,,,,,,,,,,,NEEDS_REVIEW,"missing MCDA: Performance_Headroom, Price_Value, Future_Proof, Portability, Track2_Avoidance; price > Track 1 cap (5000 AUD); VRAM UNKNOWN; MCDA score incomplete",,,,,,,,,,,,,,,,
39_msi-raider-a18-hx-refurb,MSI Raider A18 HX (Remanufactured),ACTIVE,Laptop,laptop,Complete_System,UNKNOWN,UNKNOWN,NVIDIA RTX 4080 Laptop GPU (12 GB),UNKNOWN,UNKNOWN,18.0,UNKNOWN,3972.0,No,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,cards/39_msi-raider-a18-hx-refurb.md,,Passed gates,Unverified — confirm specs before scoring; AU stock: UNKNOWN,39_msi-raider-a18-hx-refurb,Candidate,,,,,,,,,,,NEEDS_REVIEW,"missing MCDA: Performance_Headroom, Price_Value, Future_Proof, Portability, Track2_Avoidance; AU stock not confirmed; track/pathway unresolved; MCDA score incomplete",,,,,,,,,,,,,,,,
40_msi-katana-17-hx,MSI Katana 17 HX,ACTIVE,Laptop,laptop,Complete_System,UNKNOWN,UNKNOWN,NVIDIA RTX 5070 Laptop GPU (8 GB),UNKNOWN,UNKNOWN,17.0,UNKNOWN,2798.0,No,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,cards/40_msi-katana-17-hx.md,,Passed gates,Unverified — confirm specs before scoring; AU stock: UNKNOWN,40_msi-katana-17-hx,Candidate,,,,,,,,,,,NEEDS_REVIEW,"missing MCDA: Performance_Headroom, Price_Value, Future_Proof, Portability, Track2_Avoidance; AU stock not confirmed; track/pathway unresolved; MCDA score incomplete",,,,,,,,,,,,,,,,
A2XWJG-078AU_msi_vector_17_hx,,BUY_CANDIDATE,Laptop,laptop,Complete_System,1A,1A,NVIDIA GeForce RTX 5080 Laptop,UNKNOWN,UNKNOWN,17.0,Flagged,4999.0,No,,UNKNOWN,MSY (User Verified),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,cards/A2XWJG-078AU_msi_vector_17_hx.md,,Passed gates,Unverified — confirm specs before scoring; AU stock: UNKNOWN,A2XWJG-078AU_msi_vector_17_hx,Candidate,,,,,,,,,,,NEEDS_REVIEW,"missing MCDA: Performance_Headroom, Price_Value, Future_Proof, Portability, Track2_Avoidance; AU stock not confirmed; VRAM UNKNOWN; MCDA score incomplete",,,,,,,,,,,,,,,,
A9WIG-082US_msi_raider_a18_hx,,WATCHLIST,Laptop,laptop,Complete_System,1,1A,NVIDIA GeForce RTX 5080 Laptop GPU,UNKNOWN,UNKNOWN,18.0,UNKNOWN,5359.0,Yes,,New,B&H Photo (US Import),Verified,No,UNKNOWN,UNKNOWN,manual_user_submission,cards/A9WIG-082US_msi_raider_a18_hx.md,,Passed gates,"Exceeds $5,000 AUD budget (price: $5,359.00); AU stock: No",A9WIG-082US_msi_raider_a18_hx,Candidate,,,,,,,,,,,NEEDS_REVIEW,"missing MCDA: Performance_Headroom, Price_Value, Future_Proof, Portability, Track2_Avoidance; AU stock not confirmed; price > Track 1 cap (5000 AUD); VRAM UNKNOWN; MCDA score incomplete",,,,,,,,,,,,,,,,
GZ302EA-RU004W_rog_flow_z13,,BUY_CANDIDATE,Laptop,laptop,Complete_System,1,1B,AMD Radeon 8060S (Strix Halo Integrated),UNKNOWN,UNKNOWN,13.4,UNKNOWN,4499.0,No,,New,ASUS Australia,Verified,Yes,UNKNOWN,UNKNOWN,manual_user_submission,cards/GZ302EA-RU004W_rog_flow_z13.md,,Passed gates,,GZ302EA-RU004W_rog_flow_z13,Candidate,,,,,,,,,,,NEEDS_REVIEW,"missing MCDA: Performance_Headroom, Price_Value, Future_Proof, Portability, Track2_Avoidance; unified memory UNKNOWN; MCDA score incomplete",,,,,,,,,,,,,,,,
