intake_id,item_name,status,profile,category,Category_Group,track,pathway,gpu_model,vram_gb,unified_memory_gb,screen_size_in,thermal_flag,price_aud,Over_Budget,Price_Unknown,condition,retailer,verification_status,au_stock,seller_class,source_platform,batch,source_file,exceptional_override,shortlist_reason,soft_penalty_notes,Machine,Type,Performance_Headroom,Price_Value,Future_Proof,Portability,Track2_Avoidance,Upgrade_Ceiling,MCDA_Total,seller_risk_score,current_best_price_aud,current_best_retailer,current_best_url,in_stock_now,student_discount_possible,cashback_possible,cashback_source,stackable_coupons_confirmed,price_match_possible,price_beat_possible,effective_best_price_aud,promo_notes,pricing_checked_at,warranty_months_confirmed,acl_covered
laptop4134_alienware_m18_r2,Alienware m18 R2 (Refurbished - SKU laptop4134),BUY_CANDIDATE,Laptop,laptop,Complete_System,1,1A,NVIDIA GeForce RTX 4090 Laptop GPU,16.0,UNKNOWN,18.0,UNKNOWN,3899.1,No,,Refurbished,Dell Outlet Australia,User Verified,Yes,REFURB_SELLER,MAJOR_RETAILER_AU,manual_user_submission,cards/laptops/laptop4134_alienware_m18_r2.md,,Passed gates,,laptop4134_alienware_m18_r2,Candidate,3,5,3,5,0,3.0,,,,,,yes,,,,,,,,,,,
lenovo-legion-pro-7-5080-centrecom,Lenovo Legion Pro 7 16IAX10H (RTX 5080),BUY_CANDIDATE,Laptop,laptop,Complete_System,1,1A,NVIDIA GeForce RTX 5080 Laptop GPU,16.0,UNKNOWN,16.0,UNKNOWN,4699.0,No,,New,Centre Com,Verified,Yes,MAJOR_RETAILER_AU,MAJOR_RETAILER_AU,manual_user_submission,cards/laptops/lenovo-legion-pro-7-5080-centrecom.md,,Passed gates,,lenovo-legion-pro-7-5080-centrecom,Candidate,3,3,3,8,0,3.0,,,,,,yes,,,,,,,,,,,
mikepc_msi_raider_ge68_rtx4090,MSI Raider GE68 HX 13V (RTX 4090 16GB),BUY_CANDIDATE,Laptop,laptop,Complete_System,1,1A,NVIDIA GeForce RTX 4090 Laptop,16.0,UNKNOWN,16.0,UNKNOWN,2899.0,No,,Used (Excellent Cosmetic Condition),Mike's PC AU,Verified,Yes,UNKNOWN,UNKNOWN,manual_user_submission,cards/laptops/mikepc_msi_raider_ge68_rtx4090.md,,Passed gates,,mikepc_msi_raider_ge68_rtx4090,Candidate,3,7,3,8,0,3.0,,,,,,yes,,,,,,,,,,,
rfb-msi-raider-18hx-ai-a2xwig,MSI Raider 18HX AI A2XWIG (Refurbished),ACTIVE,Laptop,laptop,Complete_System,1,1A,NVIDIA RTX 5080 Laptop GPU (16 GB),16.0,UNKNOWN,18.0,UNKNOWN,4699.0,No,,Refurbished,JW Computers,Verified,Yes,REFURB_SELLER,MAJOR_RETAILER_AU,UNKNOWN,cards/laptops/rfb-msi-raider-18hx-ai-a2xwig.md,,Passed gates,,rfb-msi-raider-18hx-ai-a2xwig,Candidate,7,3,7,5,7,3.0,,,,,,yes,,,,,,,,,,,
rfb-msi-titan-18hx-a14vig,MSI Titan 18 HX A14VIG (Refurbished),ACTIVE,Laptop,laptop,Complete_System,1,1A,NVIDIA GeForce RTX 4090 Laptop GPU (16 GB),16.0,UNKNOWN,18.0,UNKNOWN,4399.0,No,,Refurbished,hub by Triforce,Verified,No,REFURB_SELLER,MAJOR_RETAILER_AU,UNKNOWN,cards/laptops/rfb-msi-titan-18hx-a14vig.md,,Passed gates,AU stock: No,rfb-msi-titan-18hx-a14vig,Candidate,7,4,7,5,7,3.0,,,,,,no,,,,,,,,,,,
rfb-msi-vector-a18hx-a9wig,MSI Vector A18 HX A9WIG (Refurbished),ACTIVE,Laptop,laptop,Complete_System,1,1A,NVIDIA GeForce RTX 5080 Laptop GPU (16 GB),16.0,UNKNOWN,18.0,UNKNOWN,3399.0,No,,Refurbished,hub by Triforce,Verified,Yes,REFURB_SELLER,MAJOR_RETAILER_AU,UNKNOWN,cards/laptops/rfb-msi-vector-a18hx-a9wig.md,,Passed gates,,rfb-msi-vector-a18hx-a9wig,Candidate,7,6,7,5,7,3.0,,,,,,yes,,,,,,,,,,,
hp_omen_max,HP OMEN Max 16 Gaming Laptop (Intel Core Ultra 9 + RTX 5080),ACTIVE,Laptop,laptop,Complete_System,1,1B,NVIDIA RTX 5080 Laptop GPU,167.0,UNKNOWN,16.0,UNKNOWN,3999.0,No,,New,HP Australia (hp.com/au-en),UNKNOWN,"""Yes""",MANUFACTURER_AU,MANUFACTURER_AU,UNKNOWN,cards/laptops/hp_omen_max.md,,Passed gates,Unverified — confirm specs before scoring,hp_omen_max,Candidate,7,5,7,8,7,3.0,,,,,,,,,,,,,,,,,
A2XWJG-078,MSI Vector 17 HX AI A2XWJG-078AU,BUY_CANDIDATE,Laptop,laptop,Complete_System,1A,1A,NVIDIA GeForce RTX 5080 Laptop,24.0,UNKNOWN,17.0,Flagged,4999.0,No,,UNKNOWN,MSY (User Verified),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,cards/laptops/A2XWJG-078AU_msi_vector_17_hx.md,,Passed gates,Unverified — confirm specs before scoring; AU stock: UNKNOWN,A2XWJG-078,Candidate,3,2,3,5,0,4.0,,,,,,,,,,,,,,,,,
demo-lenovo-legion-pro-7i-rtx5090,Lenovo Legion Pro 7i (Demo),ACTIVE,Laptop,laptop,Complete_System,1,1A,NVIDIA GeForce RTX 5090 Laptop GPU (24 GB),24.0,UNKNOWN,16.0,UNKNOWN,4699.0,No,,Demo,Mike PC AU,Verified,Yes,REFURB_SELLER,GRAY_IMPORT,UNKNOWN,cards/laptops/demo-lenovo-legion-pro-7i-rtx5090.md,,Passed gates,,demo-lenovo-legion-pro-7i-rtx5090,Candidate,9,3,9,5,9,4.0,,,,,,yes,,,,,,,,,,,
fb-047,Full-Power RTX 3070 140W / i7 / 32GB RAM / 1TB SSD – Aftershock Vapor 15X Gaming Laptop,ACTIVE,Laptop,laptop,Complete_System,1,1A,RTX 3070,8.0,UNKNOWN,UNKNOWN,UNKNOWN,1250.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-047_full-power-rtx-3070-140w-i7-32gb-ram-1tb-ssd-aftershock-vapo.md,,Passed gates,Unverified — confirm specs before scoring,fb-047,Candidate,3.0,10.0,3.0,8.0,2.0,1.0,,,,,,yes,,,,,,,,,,,
fb-106,Infinity Gaming Laptop with Ryzen 9 and RTX3080 16GB GPU,ACTIVE,Laptop,laptop,Complete_System,1,1A,RTX3080,8.0,UNKNOWN,UNKNOWN,UNKNOWN,1000.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-106_infinity-gaming-laptop-with-ryzen-9-and-rtx3080-16gb-gpu.md,,Passed gates,Unverified — confirm specs before scoring,fb-106,Candidate,3.0,10.0,3.0,8.0,2.0,1.0,,,,,,yes,,,,,,,,,,,
fb-133,GTX 1070,ACTIVE,Laptop,laptop,Complete_System,1,1A,GTX 1070,8.0,UNKNOWN,UNKNOWN,UNKNOWN,150.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-133_gtx-1070.md,,Passed gates,Unverified — confirm specs before scoring,fb-133,Candidate,3.0,10.0,3.0,8.0,2.0,1.0,,,,,,yes,,,,,,,,,,,
fb-177,Legion Pro 7i RTX 4070 i9 13900 1TB 32GB,ACTIVE,Laptop,laptop,Complete_System,1,1A,RTX 4070,8.0,UNKNOWN,16.0,UNKNOWN,2300.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-177_legion-pro-7i-rtx-4070-i9-13900-1tb-32gb.md,,Passed gates,Unverified — confirm specs before scoring,fb-177,Candidate,3.0,6.0,3.0,7.0,2.0,1.0,,,,,,yes,,,,,,,,,,,
fb-196,"Lenovo Legion Slim 5i 16"" 2.5K 160Hz Gaming Laptop (13th Gen Intel i7)[GeForce RTX 4060]",ACTIVE,Laptop,laptop,Complete_System,1,1A,RTX 4060,8.0,UNKNOWN,16.0,UNKNOWN,1350.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-196_lenovo-legion-slim-5i-16-25k-160hz-gaming-laptop-13th-gen-in.md,,Passed gates,Unverified — confirm specs before scoring,fb-196,Candidate,3.0,10.0,3.0,7.0,2.0,1.0,,,,,,yes,,,,,,,,,,,
fb-200,"Legion 5 pro RTX4070 Ryzen 7 7745hx 16/64gb ddr5 ram, 1tb Ssd",ACTIVE,Laptop,laptop,Complete_System,1,1A,RTX4070,8.0,UNKNOWN,UNKNOWN,UNKNOWN,1800.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-200_legion-5-pro-rtx4070-ryzen-7-7745hx-1664gb-ddr5-ram-1tb-ssd.md,,Passed gates,Unverified — confirm specs before scoring,fb-200,Candidate,3.0,8.0,3.0,8.0,2.0,1.0,,,,,,yes,,,,,,,,,,,
fb-216,GIGABYTE GAMING A16 - RTX 5060 | Ryzen 7 260 | 16GB DDR5 | 1TB M.2 | 16:[hidden information] 165Hz LAPTOP,ACTIVE,Laptop,laptop,Complete_System,1,1A,RTX 5060,8.0,UNKNOWN,16.0,UNKNOWN,1300.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-216_gigabyte-gaming-a16-rtx-5060-ryzen-7-260-16gb-ddr5-1tb-m2-16.md,,Passed gates,Unverified — confirm specs before scoring,fb-216,Candidate,3.0,10.0,3.0,7.0,2.0,1.0,,,,,,yes,,,,,,,,,,,
fb-223,Gaming Laptop Bundle – Zephyrus G16 2024 + RTX 4060 + SSD + Bag,ACTIVE,Laptop,laptop,Complete_System,1,1A,RTX 4060,8.0,UNKNOWN,16.0,UNKNOWN,1800.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-223_gaming-laptop-bundle-zephyrus-g16-2024-rtx-4060-ssd-bag.md,,Passed gates,Unverified — confirm specs before scoring,fb-223,Candidate,3.0,8.0,3.0,7.0,2.0,1.0,,,,,,yes,,,,,,,,,,,
fb-226,"[2025 Model] ASUS TUF F16 i7 16"" FHD+ 165hz Gaming Laptop GeForce RTX 5060 w/ upgraded 32GB RAM",ACTIVE,Laptop,laptop,Complete_System,1,1A,RTX 5060,8.0,UNKNOWN,16.0,UNKNOWN,2300.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-226_2025-model-asus-tuf-f16-i7-16-fhd-165hz-gaming-laptop-geforc.md,,Passed gates,Unverified — confirm specs before scoring,fb-226,Candidate,3.0,6.0,3.0,7.0,2.0,1.0,,,,,,yes,,,,,,,,,,,
fb-233,Asus Rog Strix RTX 2080 Super,ACTIVE,Laptop,laptop,Complete_System,1,1A,RTX 2080,8.0,UNKNOWN,UNKNOWN,UNKNOWN,275.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-233_asus-rog-strix-rtx-2080-super.md,,Passed gates,Unverified — confirm specs before scoring,fb-233,Candidate,3.0,10.0,3.0,8.0,2.0,1.0,,,,,,yes,,,,,,,,,,,
fb-237,Custom Asus ROG Strix GTX 1080 8gb graphics card,ACTIVE,Laptop,laptop,Complete_System,1,1A,GTX 1080,8.0,UNKNOWN,UNKNOWN,UNKNOWN,140.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-237_custom-asus-rog-strix-gtx-1080-8gb-graphics-card.md,,Passed gates,Unverified — confirm specs before scoring,fb-237,Candidate,3.0,10.0,3.0,8.0,2.0,1.0,,,,,,yes,,,,,,,,,,,
40_msi-katana-17-hx,MSI Katana 17 HX,ACTIVE,Laptop,laptop,Complete_System,1,1A,NVIDIA RTX 5070 Laptop GPU (8 GB),8.0,UNKNOWN,17.3,UNKNOWN,2798.0,No,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,cards/laptops/40_msi-katana-17-hx.md,,Passed gates,Unverified — confirm specs before scoring; AU stock: UNKNOWN,40_msi-katana-17-hx,Candidate,3,8,3,8,0,1.0,,,,,,,,,,,,,,,,,
intake-052,Acer Predator Helios Neo 16S AI RTX 5060,ACTIVE,Laptop,laptop,Complete_System,1,1A,RTX 5060,8.0,UNKNOWN,UNKNOWN,UNKNOWN,2399.0,No,,Refurbished,UNKNOWN,Unverified,UNKNOWN,UNKNOWN,UNKNOWN,2026-05-05_notebooklm_batch1_processed,cards/laptops/intake-052_acer-predator-helios-neo-16s-ai-rtx-5060.md,,Passed gates,Unverified — confirm specs before scoring; AU stock: UNKNOWN,intake-052,Candidate,3,9,3,8,0,1.0,,,,,,,,,,,,,,,,,
intake-053,ERAZER Major X20 RTX 4070,ACTIVE,Laptop,laptop,Complete_System,1,1A,RTX 4070,8.0,UNKNOWN,16.0,UNKNOWN,2999.0,No,,New,UNKNOWN,Unverified,UNKNOWN,UNKNOWN,UNKNOWN,2026-05-05_notebooklm_batch1_processed,cards/laptops/intake-053_erazer-major-x20-rtx-4070.md,,Passed gates,Unverified — confirm specs before scoring; AU stock: UNKNOWN,intake-053,Candidate,3,7,3,8,0,1.0,,,,,,,,,,,,,,,,,
intake-073,Alienware 18 Area-51 (RTX 5070 8GB),REJECTED_BELOW_FLOOR,Laptop,laptop,Complete_System,1,1A,NVIDIA GeForce RTX 5070 Laptop,8.0,UNKNOWN,18.0,UNKNOWN,3179.0,No,,Used (Replacement unit),UNKNOWN,Verified (User provided specs),Yes,UNKNOWN,UNKNOWN,manual_user_submission,cards/laptops/intake-073_ebay-shortlink-hxqmlu.md,,Passed gates,,intake-073,Candidate,3,7,3,5,0,1.0,,,,,,yes,,,,,,,,,,,
intake-038,Minisforum AI X1 Pro + DEG2 + RTX 5070 Ti,ACTIVE,Mini PC,mini pc,Complete_System,2,C,RTX 5070 Ti,16.0,UNKNOWN,UNKNOWN,UNKNOWN,3633.19,No,,New,UNKNOWN,Unverified,UNKNOWN,UNKNOWN,UNKNOWN,2026-05-05_notebooklm_batch1_processed,cards/mini_pcs/intake-038_minisforum-ai-x1-pro-deg2-rtx-5070-ti.md,,Passed gates,Unverified — confirm specs before scoring; AU stock: UNKNOWN,intake-038,Candidate,7,5,7,7,7,3.0,,,,,,,,,,,,,,,,,
intake-039,Minisforum X1 Lite + DEG1 + RTX 5070 Ti,ACTIVE,Mini PC,mini pc,Complete_System,2,C,RTX 5070 Ti,16.0,UNKNOWN,UNKNOWN,UNKNOWN,2851.98,No,,New,UNKNOWN,Unverified,UNKNOWN,UNKNOWN,UNKNOWN,2026-05-05_notebooklm_batch1_processed,cards/mini_pcs/intake-039_minisforum-x1-lite-deg1-rtx-5070-ti.md,,Passed gates,Unverified — confirm specs before scoring; AU stock: UNKNOWN,intake-039,Candidate,7,7,7,7,7,3.0,,,,,,,,,,,,,,,,,
intake-027,Gigabyte Radeon RX 9070 XT Gaming OC Ice 16G,ACTIVE,Component,component,Standalone_GPU,2,B,RX 9070 XT,16.0,UNKNOWN,UNKNOWN,UNKNOWN,1235.4,No,,New,UNKNOWN,Unverified,UNKNOWN,UNKNOWN,UNKNOWN,2026-05-05_notebooklm_batch1_processed,cards/components/intake-027_gigabyte-radeon-rx-9070-xt-gaming-oc-ice-16g.md,,Passed gates,Unverified — confirm specs before scoring; AU stock: UNKNOWN,intake-027,Candidate,7,10,7,2,7,6.0,,,,,,,,,,,,,,,,,
fb-105,Asus RTX 5080 16GB Noctua Edition OC,ACTIVE,Component,component,Standalone_GPU,2,A,RTX 5080,16.0,UNKNOWN,UNKNOWN,UNKNOWN,2500.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-105_asus-rtx-5080-16gb-noctua-edition-oc.md,,Passed gates,Unverified — confirm specs before scoring,fb-105,Candidate,7.0,8.0,7.0,2.0,7.0,6.0,,,,,,yes,,,,,,,,,,,
fb-155,Gigabyte Radeon RX 9070 XT GAMING OC 16GB Graphics Card,ACTIVE,Component,component,Standalone_GPU,2,A,RADEON RX 9070 XT,16.0,UNKNOWN,UNKNOWN,UNKNOWN,850.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-155_gigabyte-radeon-rx-9070-xt-gaming-oc-16gb-graphics-card.md,,Passed gates,Unverified — confirm specs before scoring,fb-155,Candidate,7.0,10.0,7.0,2.0,7.0,6.0,,,,,,yes,,,,,,,,,,,
fb-291,Asus TUF Rtx 5070 ti,ACTIVE,Component,component,Standalone_GPU,2,A,RTX 5070,16.0,UNKNOWN,UNKNOWN,UNKNOWN,1500.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-291_asus-tuf-rtx-5070-ti.md,,Passed gates,Unverified — confirm specs before scoring,fb-291,Candidate,7.0,10.0,7.0,2.0,7.0,6.0,,,,,,yes,,,,,,,,,,,
intake-020,ASUS ROG Strix GeForce RTX 3090 OC 24GB GDDR6X,ACTIVE,Component,component,Standalone_GPU,2,B,RTX 3090,24.0,UNKNOWN,UNKNOWN,UNKNOWN,1250.0,No,,Refurbished,UNKNOWN,Unverified,UNKNOWN,UNKNOWN,UNKNOWN,2026-05-05_notebooklm_batch1_processed,cards/components/intake-020_asus-rog-strix-geforce-rtx-3090-oc-24gb-gddr6x.md,,Passed gates,Unverified — confirm specs before scoring; AU stock: UNKNOWN,intake-020,Candidate,9,10,9,2,9,8.0,,,,,,,,,,,,,,,,,
intake-021,NVIDIA GeForce RTX 3090 24GB 2SLOT Turbo Blower,ACTIVE,Component,component,Standalone_GPU,2,B,RTX 3090,24.0,UNKNOWN,UNKNOWN,UNKNOWN,1250.0,No,,New,UNKNOWN,Unverified,UNKNOWN,UNKNOWN,UNKNOWN,2026-05-05_notebooklm_batch1_processed,cards/components/intake-021_nvidia-geforce-rtx-3090-24gb-2slot-turbo-blower.md,,Passed gates,Unverified — confirm specs before scoring; AU stock: UNKNOWN,intake-021,Candidate,9,10,9,2,9,8.0,,,,,,,,,,,,,,,,,
intake-057,ASRock Radeon RX 7900 XTX Phantom Gaming 24GB OC,ACTIVE,Component,component,Standalone_GPU,2,B,RX 7900 XTX,24.0,UNKNOWN,UNKNOWN,UNKNOWN,1229.0,No,,New,UNKNOWN,Verified,UNKNOWN,UNKNOWN,UNKNOWN,2026-05-05_notebooklm_batch1_processed,cards/components/intake-057_asrock-radeon-rx-7900-xtx-phantom-gaming-24gb-oc.md,,Passed gates,AU stock: UNKNOWN,intake-057,Candidate,9,10,9,2,9,8.0,,,,,,,,,,,,,,,,,
intake-067,EVGA FTW3 Ultra RTX 3090,ACTIVE,Component,component,Standalone_GPU,2,B,RTX 3090,24.0,UNKNOWN,UNKNOWN,UNKNOWN,1318.0,No,,Refurbished,UNKNOWN,Needs Verification,UNKNOWN,UNKNOWN,UNKNOWN,2026-05-05_notebooklm_batch1_processed,cards/components/intake-067_evga-ftw3-ultra-rtx-3090.md,,Passed gates,AU stock: UNKNOWN,intake-067,Candidate,9,10,9,2,9,8.0,,,,,,,,,,,,,,,,,
fb-046,Msi Geforce Rtx 4090 Suprim X,ACTIVE,Component,component,Standalone_GPU,2,A,RTX 4090,24.0,UNKNOWN,UNKNOWN,UNKNOWN,3500.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-046_msi-geforce-rtx-4090-suprim-x.md,,Passed gates,Unverified — confirm specs before scoring,fb-046,Candidate,9.0,6.0,9.0,2.0,9.0,8.0,,,,,,yes,,,,,,,,,,,
fb-117,EK Vector 2 Master RTX 4090 Waterblock for Gigabyte Cards,ACTIVE,Component,component,Standalone_GPU,2,A,RTX 4090,24.0,UNKNOWN,UNKNOWN,UNKNOWN,79.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-117_ek-vector-2-master-rtx-4090-waterblock-for-gigabyte-cards.md,,Passed gates,Unverified — confirm specs before scoring,fb-117,Candidate,9.0,10.0,9.0,2.0,9.0,8.0,,,,,,yes,,,,,,,,,,,
fb-240,White and Black Rog RTX 4090 No Gpu Core,ACTIVE,Component,component,Standalone_GPU,2,A,RTX 4090,24.0,UNKNOWN,UNKNOWN,UNKNOWN,80.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-240_white-and-black-rog-rtx-4090-no-gpu-core.md,,Passed gates,Unverified — confirm specs before scoring,fb-240,Candidate,9.0,10.0,9.0,2.0,9.0,8.0,,,,,,yes,,,,,,,,,,,
fb-276,ASUS ROG Flow Z13 + RTX 4090 XG Mobile | Ultimate Portable Gaming Setup,ACTIVE,Component,component,Standalone_GPU,2,A,RTX 4090,24.0,UNKNOWN,UNKNOWN,UNKNOWN,3900.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-276_asus-rog-flow-z13-rtx-4090-xg-mobile-ultimate-portable-gamin.md,,Passed gates,Unverified — confirm specs before scoring,fb-276,Candidate,9.0,4.0,9.0,2.0,9.0,8.0,,,,,,yes,,,,,,,,,,,
intake-030,GIGABYTE AORUS GeForce RTX 5090 Master Ice 32G,ACTIVE,Component,component,Standalone_GPU,2,B,RTX 5090,32.0,UNKNOWN,UNKNOWN,UNKNOWN,6499.0,Yes,,New,UNKNOWN,Unverified,UNKNOWN,UNKNOWN,UNKNOWN,2026-05-05_notebooklm_batch1_processed,cards/components/intake-030_gigabyte-aorus-geforce-rtx-5090-master-ice-32g.md,,Passed gates,"Exceeds $5,000 AUD budget (price: $6,499.00); Unverified — confirm specs before scoring; AU stock: UNKNOWN",intake-030,Candidate,9,0,9,2,9,9.0,,,,,,,,,,,,,,,,,
intake-031,ZOTAC Gaming GeForce RTX 5090 Solid OC,ACTIVE,Component,component,Standalone_GPU,2,B,RTX 5090,32.0,UNKNOWN,UNKNOWN,UNKNOWN,6569.95,Yes,,New,UNKNOWN,Unverified,UNKNOWN,UNKNOWN,UNKNOWN,2026-05-05_notebooklm_batch1_processed,cards/components/intake-031_zotac-gaming-geforce-rtx-5090-solid-oc.md,,Passed gates,"Exceeds $5,000 AUD budget (price: $6,569.95); Unverified — confirm specs before scoring; AU stock: UNKNOWN",intake-031,Candidate,9,0,9,2,9,9.0,,,,,,,,,,,,,,,,,
intake-070,NVIDIA RTX 2000 Ada 16GB,ACTIVE,Component,component,Workstation_GPU,2,B,RTX 2000 Ada,16.0,UNKNOWN,UNKNOWN,UNKNOWN,1233.0,No,,New,UNKNOWN,Verified,Yes,UNKNOWN,UNKNOWN,2026-05-05_notebooklm_batch1_processed,cards/components/intake-070_nvidia-rtx-2000-ada-16gb.md,,Passed gates,,intake-070,Candidate,7,10,7,2,7,6.0,,,,,,yes,,,,,,,,,,,
intake-068,Intel Arc Pro B70,ACTIVE,Component,component,Workstation_GPU,2,B,Arc Pro B70,32.0,UNKNOWN,UNKNOWN,UNKNOWN,1423.0,No,,New,UNKNOWN,Needs Verification,UNKNOWN,UNKNOWN,UNKNOWN,2026-05-05_notebooklm_batch1_processed,cards/components/intake-068_intel-arc-pro-b70.md,,Passed gates,AU stock: UNKNOWN,intake-068,Candidate,9,10,9,2,9,9.0,,,,,,,,,,,,,,,,,
intake-069,NVIDIA RTX 5000 Ada 32GB,ACTIVE,Component,component,Workstation_GPU,2,B,RTX 5000 Ada,32.0,UNKNOWN,UNKNOWN,UNKNOWN,6368.0,Yes,,New,UNKNOWN,Verified,Yes,UNKNOWN,UNKNOWN,2026-05-05_notebooklm_batch1_processed,cards/components/intake-069_nvidia-rtx-5000-ada-32gb.md,,Passed gates,"Exceeds $5,000 AUD budget (price: $6,368.00)",intake-069,Candidate,9,0,9,2,9,9.0,,,,,,yes,,,,,,,,,,,
