intake_id,item_name,status,profile,category,Category_Group,track,pathway,gpu_model,vram_gb,unified_memory_gb,screen_size_in,thermal_flag,price_aud,Over_Budget,Price_Unknown,condition,retailer,verification_status,au_stock,seller_class,source_platform,batch,source_file,exceptional_override,shortlist_reason,soft_penalty_notes,archetype_used,intent_notes,Machine,Type,Performance_Headroom,Price_Value,Future_Proof,Portability,Track2_Avoidance,MCDA_Total,seller_risk_score,current_best_price_aud,current_best_retailer,current_best_url,in_stock_now,student_discount_possible,cashback_possible,cashback_source,stackable_coupons_confirmed,price_match_possible,price_beat_possible,effective_best_price_aud,promo_notes,pricing_checked_at,warranty_months_confirmed,acl_covered
36_lenovo-legion-9i-18-rtx-5080-ebay,"Lenovo Legion 9i Gen 10 18"" RTX 5080 (eBay)",BUY_CANDIDATE,Laptop,laptop,Complete_System,1,1A,NVIDIA RTX 5080 Laptop GPU (16 GB),16.0,UNKNOWN,18.0,UNKNOWN,4500.0,No,,UNKNOWN,UNKNOWN,Verified,Yes,MAJOR_RETAILER_AU,EBAY_AU,UNKNOWN,cards/laptops/36_lenovo-legion-9i-18-rtx-5080-ebay.md,,Passed gates,,,,36_lenovo-legion-9i-18-rtx-5080-ebay,Candidate,7,3,7,5,7,,,,,,,,,,,,,,,,,
42_asus-rog-strix-g16-rtx-5080-2025,ASUS ROG Strix G16 (2025),ACTIVE,Laptop,laptop,Complete_System,UNKNOWN,UNKNOWN,NVIDIA RTX 5080 Laptop GPU (16 GB),16.0,UNKNOWN,16.0,UNKNOWN,4559.0,No,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,cards/laptops/42_asus-rog-strix-g16-rtx-5080-2025.md,,Passed gates,Unverified — confirm specs before scoring; AU stock: UNKNOWN,,,42_asus-rog-strix-g16-rtx-5080-2025,Candidate,7,3,7,8,7,,,,,,,,,,,,,,,,,
49_msi-vector-gp78-hx-14v,MSI VECTOR GP78 HX 14V,ACTIVE,Laptop,laptop,Complete_System,1,1A,NVIDIA RTX 4090 Laptop GPU (16 GB),16.0,UNKNOWN,17.3,UNKNOWN,2499.0,No,,Refurbished / Ex-demo,MikePC AU,Verified,Yes,REFURB_SELLER,MAJOR_RETAILER_AU,UNKNOWN,cards/laptops/49_msi-vector-gp78-hx-14v.md,,Passed gates,,,,49_msi-vector-gp78-hx-14v,Candidate,7,8,7,5,7,,,,,,,,,,,,,,,,,
G834JY-treasurepc,ASUS ROG Strix SCAR 18 G834JY (Refurbished),BUY_CANDIDATE,Laptop,laptop,Complete_System,1,1A,NVIDIA GeForce RTX 4090 Laptop GPU,16.0,UNKNOWN,18.0,UNKNOWN,4699.0,No,,Refurbished,Treasure PC,Verified,Yes,OTHER_RETAILER_AU,OTHER_RETAILER_AU,manual_user_submission,cards/laptops/G834JY-treasurepc.md,,Passed gates,,,,G834JY-treasurepc,Candidate,7,6,7,5,7,,,,,,,,,,,,,,,,,
aa182502898_alienware_18_area_51,Alienware 18 Area-51 (Refurbished - SKU AA182502898),BUY_CANDIDATE,Laptop,laptop,Complete_System,1,1A,NVIDIA GeForce RTX 5080 Laptop GPU,16.0,UNKNOWN,18.0,UNKNOWN,3179.0,No,,Refurbished,Dell Outlet Australia,User Verified,Yes,REFURB_SELLER,MAJOR_RETAILER_AU,manual_user_submission,cards/laptops/aa182502898_alienware_18_area_51.md,,Passed gates,,,,aa182502898_alienware_18_area_51,Candidate,3,7,3,5,0,,,,,,,,,,,,,,,,,
intake-009,Lenovo Legion Pro 7i,ACTIVE,Laptop,laptop,Complete_System,UNKNOWN,UNKNOWN,RTX 4090 Mobile,16.0,UNKNOWN,16.0,UNKNOWN,4575.0,No,,New,UNKNOWN,Unverified,UNKNOWN,UNKNOWN,UNKNOWN,2026-05-05_notebooklm_batch1_processed,cards/laptops/intake-009_lenovo-legion-pro-7i.md,,Passed gates,Unverified — confirm specs before scoring; AU stock: UNKNOWN,,,intake-009,Candidate,7,3,7,8,7,,,,,,,,,,,,,,,,,
intake-036,Alienware 16 Area-51 new config,ACTIVE,Laptop,laptop,Complete_System,UNKNOWN,UNKNOWN,RTX 5070 Ti Mobile,16.0,UNKNOWN,16.0,UNKNOWN,4198.7,No,,New,UNKNOWN,Unverified,UNKNOWN,UNKNOWN,UNKNOWN,2026-05-05_notebooklm_batch1_processed,cards/laptops/intake-036_alienware-16-area-51-new-config.md,,Passed gates,Unverified — confirm specs before scoring; AU stock: UNKNOWN,,,intake-036,Candidate,7,4,7,8,7,,,,,,,,,,,,,,,,,
intake-045,MSI Stealth A16 5080,ACTIVE,Laptop,laptop,Complete_System,UNKNOWN,UNKNOWN,RTX 5080 Mobile,16.0,UNKNOWN,16.0,UNKNOWN,4999.0,No,,New,UNKNOWN,Unverified,UNKNOWN,UNKNOWN,UNKNOWN,2026-05-05_notebooklm_batch1_processed,cards/laptops/intake-045_msi-stealth-a16-5080.md,,Passed gates,Unverified — confirm specs before scoring; AU stock: UNKNOWN,,,intake-045,Candidate,7,2,7,8,7,,,,,,,,,,,,,,,,,
intake-051,Acer Predator Helios 18,ACTIVE,Laptop,laptop,Complete_System,1,1A,RTX 4090 Mobile,16.0,UNKNOWN,18.0,UNKNOWN,4449.0,No,,Refurbished,UNKNOWN,Verified,Yes,UNKNOWN,UNKNOWN,2026-05-05_notebooklm_batch1_processed,cards/laptops/intake-051_acer-predator-helios-18.md,,Passed gates,,,,intake-051,Candidate,7,3,7,5,7,,,,,,,,,,,,,,,,,
intake-075,ASUS ROG Strix Scar 18 (RTX 4090) - eBay Sold Market Floor,ACTIVE,Laptop,laptop,Complete_System,1,1A,RTX 4090 Laptop,16.0,UNKNOWN,18.0,UNKNOWN,4200.0,No,,Pre-owned,UNKNOWN,Verified,No,UNKNOWN,UNKNOWN,UNKNOWN,cards/laptops/intake-075_asus-rog-strix-scar-18-ebay-sold.md,,Passed gates,AU stock: No,,,intake-075,Candidate,7,4,7,5,7,,,,,,,,,,,,,,,,,
intake-080,HP OMEN MAX 16-ah0013TX,ACTIVE,Laptop,laptop,Complete_System,1,1A,NVIDIA GeForce RTX 5080 Laptop GPU,16.0,0.0,16.0,UNKNOWN,3799.0,No,,New,HP Australia,"Verified (hp.com.au + student discount, 2026-05-14)",Yes,MANUFACTURER_AU,MANUFACTURER_AU,manual_user_submission,cards/laptops/intake-080_hp-omen-max-16-ah0013tx.md,,Passed gates,,,,intake-080,Candidate,7,5,7,8,7,8.05,,,,,,,,,,,,,,,,
laptop4134_alienware_m18_r2,Alienware m18 R2 (Refurbished - SKU laptop4134),BUY_CANDIDATE,Laptop,laptop,Complete_System,1,1A,NVIDIA GeForce RTX 4090 Laptop GPU,16.0,UNKNOWN,18.0,UNKNOWN,3899.1,No,,Refurbished,Dell Outlet Australia,User Verified,Yes,REFURB_SELLER,MAJOR_RETAILER_AU,manual_user_submission,cards/laptops/laptop4134_alienware_m18_r2.md,,Passed gates,,,,laptop4134_alienware_m18_r2,Candidate,3,5,3,5,0,,,,,,,,,,,,,,,,,
lenovo-legion-pro-7-5080-centrecom,Lenovo Legion Pro 7 16IAX10H (RTX 5080),BUY_CANDIDATE,Laptop,laptop,Complete_System,1,1A,NVIDIA GeForce RTX 5080 Laptop GPU,16.0,UNKNOWN,16.0,UNKNOWN,4699.0,No,,New,Centre Com,Verified,Yes,MAJOR_RETAILER_AU,MAJOR_RETAILER_AU,manual_user_submission,cards/laptops/lenovo-legion-pro-7-5080-centrecom.md,,Passed gates,,,,lenovo-legion-pro-7-5080-centrecom,Candidate,3,3,3,8,0,,,,,,,,,,,,,,,,,
mikepc_msi_raider_ge68_rtx4090,MSI Raider GE68 HX 13V (RTX 4090 16GB),BUY_CANDIDATE,Laptop,laptop,Complete_System,1,1A,NVIDIA GeForce RTX 4090 Laptop,16.0,UNKNOWN,16.0,UNKNOWN,2899.0,No,,Used (Excellent Cosmetic Condition),Mike's PC AU,Verified,Yes,UNKNOWN,UNKNOWN,manual_user_submission,cards/laptops/mikepc_msi_raider_ge68_rtx4090.md,,Passed gates,,,,mikepc_msi_raider_ge68_rtx4090,Candidate,3,7,3,8,0,,,,,,,,,,,,,,,,,
rfb-msi-raider-18hx-ai-a2xwig,MSI Raider 18HX AI A2XWIG (Refurbished),ACTIVE,Laptop,laptop,Complete_System,1,1A,NVIDIA RTX 5080 Laptop GPU (16 GB),16.0,UNKNOWN,18.0,UNKNOWN,4699.0,No,,Refurbished,JW Computers,Verified,Yes,REFURB_SELLER,MAJOR_RETAILER_AU,UNKNOWN,cards/laptops/rfb-msi-raider-18hx-ai-a2xwig.md,,Passed gates,,,,rfb-msi-raider-18hx-ai-a2xwig,Candidate,7,3,7,5,7,,,,,,,,,,,,,,,,,
rfb-msi-titan-18hx-a14vig,MSI Titan 18 HX A14VIG (Refurbished),ACTIVE,Laptop,laptop,Complete_System,1,1A,NVIDIA GeForce RTX 4090 Laptop GPU (16 GB),16.0,UNKNOWN,18.0,UNKNOWN,4399.0,No,,Refurbished,hub by Triforce,Verified,No,REFURB_SELLER,MAJOR_RETAILER_AU,UNKNOWN,cards/laptops/rfb-msi-titan-18hx-a14vig.md,,Passed gates,AU stock: No,,,rfb-msi-titan-18hx-a14vig,Candidate,7,4,7,5,7,,,,,,,,,,,,,,,,,
rfb-msi-vector-a18hx-a9wig,MSI Vector A18 HX A9WIG (Refurbished),ACTIVE,Laptop,laptop,Complete_System,1,1A,NVIDIA GeForce RTX 5080 Laptop GPU (16 GB),16.0,UNKNOWN,18.0,UNKNOWN,3399.0,No,,Refurbished,hub by Triforce,Verified,Yes,REFURB_SELLER,MAJOR_RETAILER_AU,UNKNOWN,cards/laptops/rfb-msi-vector-a18hx-a9wig.md,,Passed gates,,,,rfb-msi-vector-a18hx-a9wig,Candidate,7,6,7,5,7,,,,,,,,,,,,,,,,,
hp_omen_max,HP OMEN Max 16 Gaming Laptop (Intel Core Ultra 9 + RTX 5080),ACTIVE,Laptop,laptop,Complete_System,UNKNOWN,UNKNOWN,NVIDIA RTX 5080 Laptop GPU,167.0,UNKNOWN,16.0,UNKNOWN,3999.0,No,,New,HP Australia (hp.com/au-en),UNKNOWN,"""Yes""",MANUFACTURER_AU,MANUFACTURER_AU,UNKNOWN,cards/laptops/hp_omen_max.md,,Passed gates,Unverified — confirm specs before scoring,,,hp_omen_max,Candidate,7,5,7,8,7,,,,,,,,,,,,,,,,,
A2XWJG-078,MSI Vector 17 HX AI A2XWJG-078AU,BUY_CANDIDATE,Laptop,laptop,Complete_System,1A,1A,NVIDIA GeForce RTX 5080 Laptop,24.0,UNKNOWN,17.0,Flagged,4999.0,No,,UNKNOWN,MSY (User Verified),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,cards/laptops/A2XWJG-078AU_msi_vector_17_hx.md,,Passed gates,Unverified — confirm specs before scoring; AU stock: UNKNOWN,,,A2XWJG-078,Candidate,3,2,3,5,0,,,,,,,,,,,,,,,,,
demo-lenovo-legion-pro-7i-rtx5090,Lenovo Legion Pro 7i (Demo),ACTIVE,Laptop,laptop,Complete_System,1,1A,NVIDIA GeForce RTX 5090 Laptop GPU (24 GB),24.0,UNKNOWN,16.0,UNKNOWN,4699.0,No,,Demo,Mike PC AU,Verified,Yes,REFURB_SELLER,GRAY_IMPORT,UNKNOWN,cards/laptops/demo-lenovo-legion-pro-7i-rtx5090.md,,Passed gates,,,,demo-lenovo-legion-pro-7i-rtx5090,Candidate,9,3,9,5,9,,,,,,,,,,,,,,,,,
fb-047,Full-Power RTX 3070 140W / i7 / 32GB RAM / 1TB SSD – Aftershock Vapor 15X Gaming Laptop,ACTIVE,Laptop,laptop,Complete_System,1,1A,RTX 3070,8.0,UNKNOWN,UNKNOWN,UNKNOWN,1250.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-047_full-power-rtx-3070-140w-i7-32gb-ram-1tb-ssd-aftershock-vapo.md,,Passed gates,Unverified — confirm specs before scoring,,,fb-047,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-106,Infinity Gaming Laptop with Ryzen 9 and RTX3080 16GB GPU,ACTIVE,Laptop,laptop,Complete_System,1,1A,RTX3080,8.0,UNKNOWN,UNKNOWN,UNKNOWN,1000.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-106_infinity-gaming-laptop-with-ryzen-9-and-rtx3080-16gb-gpu.md,,Passed gates,Unverified — confirm specs before scoring,,,fb-106,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-133,GTX 1070,ACTIVE,Laptop,laptop,Complete_System,1,1A,GTX 1070,8.0,UNKNOWN,UNKNOWN,UNKNOWN,150.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-133_gtx-1070.md,,Passed gates,Unverified — confirm specs before scoring,,,fb-133,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-177,Legion Pro 7i RTX 4070 i9 13900 1TB 32GB,ACTIVE,Laptop,laptop,Complete_System,1,1A,RTX 4070,8.0,UNKNOWN,16.0,UNKNOWN,2300.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-177_legion-pro-7i-rtx-4070-i9-13900-1tb-32gb.md,,Passed gates,Unverified — confirm specs before scoring,,,fb-177,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-196,"Lenovo Legion Slim 5i 16"" 2.5K 160Hz Gaming Laptop (13th Gen Intel i7)[GeForce RTX 4060]",ACTIVE,Laptop,laptop,Complete_System,1,1A,RTX 4060,8.0,UNKNOWN,16.0,UNKNOWN,1350.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-196_lenovo-legion-slim-5i-16-25k-160hz-gaming-laptop-13th-gen-in.md,,Passed gates,Unverified — confirm specs before scoring,,,fb-196,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-200,"Legion 5 pro RTX4070 Ryzen 7 7745hx 16/64gb ddr5 ram, 1tb Ssd",ACTIVE,Laptop,laptop,Complete_System,1,1A,RTX4070,8.0,UNKNOWN,UNKNOWN,UNKNOWN,1800.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-200_legion-5-pro-rtx4070-ryzen-7-7745hx-1664gb-ddr5-ram-1tb-ssd.md,,Passed gates,Unverified — confirm specs before scoring,,,fb-200,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-216,GIGABYTE GAMING A16 - RTX 5060 | Ryzen 7 260 | 16GB DDR5 | 1TB M.2 | 16:[hidden information] 165Hz LAPTOP,ACTIVE,Laptop,laptop,Complete_System,1,1A,RTX 5060,8.0,UNKNOWN,16.0,UNKNOWN,1300.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-216_gigabyte-gaming-a16-rtx-5060-ryzen-7-260-16gb-ddr5-1tb-m2-16.md,,Passed gates,Unverified — confirm specs before scoring,,,fb-216,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-223,Gaming Laptop Bundle – Zephyrus G16 2024 + RTX 4060 + SSD + Bag,ACTIVE,Laptop,laptop,Complete_System,1,1A,RTX 4060,8.0,UNKNOWN,16.0,UNKNOWN,1800.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-223_gaming-laptop-bundle-zephyrus-g16-2024-rtx-4060-ssd-bag.md,,Passed gates,Unverified — confirm specs before scoring,,,fb-223,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-226,"[2025 Model] ASUS TUF F16 i7 16"" FHD+ 165hz Gaming Laptop GeForce RTX 5060 w/ upgraded 32GB RAM",ACTIVE,Laptop,laptop,Complete_System,1,1A,RTX 5060,8.0,UNKNOWN,16.0,UNKNOWN,2300.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-226_2025-model-asus-tuf-f16-i7-16-fhd-165hz-gaming-laptop-geforc.md,,Passed gates,Unverified — confirm specs before scoring,,,fb-226,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-233,Asus Rog Strix RTX 2080 Super,ACTIVE,Laptop,laptop,Complete_System,1,1A,RTX 2080,8.0,UNKNOWN,UNKNOWN,UNKNOWN,275.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-233_asus-rog-strix-rtx-2080-super.md,,Passed gates,Unverified — confirm specs before scoring,,,fb-233,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-237,Custom Asus ROG Strix GTX 1080 8gb graphics card,ACTIVE,Laptop,laptop,Complete_System,1,1A,GTX 1080,8.0,UNKNOWN,UNKNOWN,UNKNOWN,140.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-237_custom-asus-rog-strix-gtx-1080-8gb-graphics-card.md,,Passed gates,Unverified — confirm specs before scoring,,,fb-237,Candidate,,,,,,,,,,,,,,,,,,,,,,
40_msi-katana-17-hx,MSI Katana 17 HX,ACTIVE,Laptop,laptop,Complete_System,UNKNOWN,UNKNOWN,NVIDIA RTX 5070 Laptop GPU (8 GB),8.0,UNKNOWN,17.3,UNKNOWN,2798.0,No,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,cards/laptops/40_msi-katana-17-hx.md,,Passed gates,Unverified — confirm specs before scoring; AU stock: UNKNOWN,,,40_msi-katana-17-hx,Candidate,3,8,3,8,0,,,,,,,,,,,,,,,,,
intake-052,Acer Predator Helios Neo 16S AI RTX 5060,ACTIVE,Laptop,laptop,Complete_System,UNKNOWN,UNKNOWN,RTX 5060,8.0,UNKNOWN,UNKNOWN,UNKNOWN,2399.0,No,,Refurbished,UNKNOWN,Unverified,UNKNOWN,UNKNOWN,UNKNOWN,2026-05-05_notebooklm_batch1_processed,cards/laptops/intake-052_acer-predator-helios-neo-16s-ai-rtx-5060.md,,Passed gates,Unverified — confirm specs before scoring; AU stock: UNKNOWN,,,intake-052,Candidate,3,9,3,8,0,,,,,,,,,,,,,,,,,
intake-053,ERAZER Major X20 RTX 4070,ACTIVE,Laptop,laptop,Complete_System,UNKNOWN,UNKNOWN,RTX 4070,8.0,UNKNOWN,16.0,UNKNOWN,2999.0,No,,New,UNKNOWN,Unverified,UNKNOWN,UNKNOWN,UNKNOWN,2026-05-05_notebooklm_batch1_processed,cards/laptops/intake-053_erazer-major-x20-rtx-4070.md,,Passed gates,Unverified — confirm specs before scoring; AU stock: UNKNOWN,,,intake-053,Candidate,3,7,3,8,0,,,,,,,,,,,,,,,,,
intake-073,Alienware 18 Area-51 (RTX 5070 8GB),REJECTED_BELOW_FLOOR,Laptop,laptop,Complete_System,1,1A,NVIDIA GeForce RTX 5070 Laptop,8.0,UNKNOWN,18.0,UNKNOWN,3179.0,No,,Used (Replacement unit),UNKNOWN,Verified (User provided specs),Yes,UNKNOWN,UNKNOWN,manual_user_submission,cards/laptops/intake-073_ebay-shortlink-hxqmlu.md,,Passed gates,,,,intake-073,Candidate,3,7,3,5,0,,,,,,,,,,,,,,,,,
